fdc_id,NDB_number,fdc_id,data_type,description,food_category_id,publication_date
168425,11242,168425,sr_legacy_food,"Kohlrabi, cooked, boiled, drained, without salt",11,2019-04-01
168426,11247,168426,sr_legacy_food,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",11,2019-04-01
168427,11248,168427,sr_legacy_food,"Lentils, sprouted, raw",11,2019-04-01
168428,11249,168428,sr_legacy_food,"Lentils, sprouted, cooked, stir-fried, without salt",11,2019-04-01
168429,11250,168429,sr_legacy_food,"Lettuce, butterhead (includes boston and bibb types), raw",11,2019-04-01
168430,11255,168430,sr_legacy_food,"Lotus root, cooked, boiled, drained, without salt",11,2019-04-01
168431,11257,168431,sr_legacy_food,"Lettuce, red leaf, raw",11,2019-04-01
168432,11258,168432,sr_legacy_food,"Mountain yam, hawaii, raw",11,2019-04-01
168433,11259,168433,sr_legacy_food,"Mountain yam, hawaii, cooked, steamed, without salt",11,2019-04-01
168434,11266,168434,sr_legacy_food,"Mushrooms, brown, italian, or crimini, raw",11,2019-04-01
168435,11267,168435,sr_legacy_food,"Mushrooms, shiitake, stir-fried",11,2019-04-01
168436,11268,168436,sr_legacy_food,"Mushrooms, shiitake, dried",11,2019-04-01
168437,11269,168437,sr_legacy_food,"Mushrooms, shiitake, cooked, without salt",11,2019-04-01
168438,11274,168438,sr_legacy_food,"Mustard spinach, (tendergreen), raw",11,2019-04-01
168439,11275,168439,sr_legacy_food,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",11,2019-04-01
168440,11276,168440,sr_legacy_food,"New Zealand spinach, raw",11,2019-04-01
168441,11277,168441,sr_legacy_food,"New Zealand spinach, cooked, boiled, drained, without salt",11,2019-04-01
168442,11402,168442,sr_legacy_food,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",11,2019-04-01
168443,11410,168443,sr_legacy_food,"Potato wedges, frozen (Includes foods for USDA's Food Distribution Program)",11,2019-04-01
168444,11411,168444,sr_legacy_food,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",11,2019-04-01
168445,11412,168445,sr_legacy_food,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",11,2019-04-01
168446,11413,168446,sr_legacy_food,Potato flour,11,2019-04-01
168447,11419,168447,sr_legacy_food,"Pumpkin leaves, cooked, boiled, drained, without salt",11,2019-04-01
168448,11422,168448,sr_legacy_food,"Pumpkin, raw",11,2019-04-01
168449,11423,168449,sr_legacy_food,"Pumpkin, cooked, boiled, drained, without salt",11,2019-04-01
168450,11424,168450,sr_legacy_food,"Pumpkin, canned, without salt",11,2019-04-01
168451,11430,168451,sr_legacy_food,"Radishes, oriental, raw",11,2019-04-01
168452,11431,168452,sr_legacy_food,"Radishes, oriental, cooked, boiled, drained, without salt",11,2019-04-01
168453,11432,168453,sr_legacy_food,"Radishes, oriental, dried",11,2019-04-01
168454,11435,168454,sr_legacy_food,"Rutabagas, raw",11,2019-04-01
168455,11436,168455,sr_legacy_food,"Rutabagas, cooked, boiled, drained, without salt",11,2019-04-01
168456,11444,168456,sr_legacy_food,"Seaweed, irishmoss, raw",11,2019-04-01
168457,11445,168457,sr_legacy_food,"Seaweed, kelp, raw",11,2019-04-01
168458,11446,168458,sr_legacy_food,"Seaweed, laver, raw",11,2019-04-01
168459,11447,168459,sr_legacy_food,"Sesbania flower, raw",11,2019-04-01
168460,11453,168460,sr_legacy_food,"Soybeans, mature seeds, sprouted, cooked, steamed",11,2019-04-01
168461,11454,168461,sr_legacy_food,"Soybeans, mature seeds, sprouted, cooked, stir-fried",11,2019-04-01
168462,11457,168462,sr_legacy_food,"Spinach, raw",11,2019-04-01
168463,11458,168463,sr_legacy_food,"Spinach, cooked, boiled, drained, without salt",11,2019-04-01
168464,11467,168464,sr_legacy_food,"Squash, summer, crookneck and straightneck, raw",11,2019-04-01
168465,11468,168465,sr_legacy_food,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",11,2019-04-01
168466,11471,168466,sr_legacy_food,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",11,2019-04-01
168467,11473,168467,sr_legacy_food,"Squash, summer, crookneck and straightneck, frozen, unprepared",11,2019-04-01
168468,11474,168468,sr_legacy_food,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",11,2019-04-01
168469,11479,168469,sr_legacy_food,"Squash, summer, zucchini, includes skin, frozen, unprepared",11,2019-04-01
168470,11480,168470,sr_legacy_food,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",11,2019-04-01
168471,11481,168471,sr_legacy_food,"Squash, summer, zucchini, italian style, canned",11,2019-04-01
168472,11482,168472,sr_legacy_food,"Squash, winter, acorn, raw",11,2019-04-01
168473,11487,168473,sr_legacy_food,"Squash, winter, butternut, frozen, unprepared",11,2019-04-01
168474,11488,168474,sr_legacy_food,"Squash, winter, butternut, frozen, cooked, boiled, without salt",11,2019-04-01
168475,11489,168475,sr_legacy_food,"Squash, winter, hubbard, raw",11,2019-04-01
168476,11490,168476,sr_legacy_food,"Squash, winter, hubbard, baked, without salt",11,2019-04-01
168477,11496,168477,sr_legacy_food,"Succotash, (corn and limas), cooked, boiled, drained, without salt",11,2019-04-01
168478,11497,168478,sr_legacy_food,"Succotash, (corn and limas), canned, with cream style corn",11,2019-04-01
168479,11499,168479,sr_legacy_food,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",11,2019-04-01
168480,11501,168480,sr_legacy_food,"Succotash, (corn and limas), frozen, unprepared",11,2019-04-01
168481,11502,168481,sr_legacy_food,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",11,2019-04-01
168482,11507,168482,sr_legacy_food,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",11,2019-04-01
168483,11508,168483,sr_legacy_food,"Sweet potato, cooked, baked in skin, flesh, without salt",11,2019-04-01
168484,11510,168484,sr_legacy_food,"Sweet potato, cooked, boiled, without skin",11,2019-04-01
168485,11512,168485,sr_legacy_food,"Sweet potato, canned, vacuum pack",11,2019-04-01
168486,11519,168486,sr_legacy_food,"Taro, cooked, without salt",11,2019-04-01
168487,11520,168487,sr_legacy_food,"Taro leaves, raw",11,2019-04-01
168488,11521,168488,sr_legacy_food,"Taro leaves, cooked, steamed, without salt",11,2019-04-01
168489,11522,168489,sr_legacy_food,"Taro shoots, raw",11,2019-04-01
168490,11697,168490,sr_legacy_food,"Arrowroot, raw",11,2019-04-01
168491,11698,168491,sr_legacy_food,"Chrysanthemum leaves, raw",11,2019-04-01
168492,11700,168492,sr_legacy_food,"Amaranth leaves, cooked, boiled, drained, with salt",11,2019-04-01
168493,11701,168493,sr_legacy_food,"Arrowhead, cooked, boiled, drained, with salt",11,2019-04-01
168494,11709,168494,sr_legacy_food,"Asparagus, frozen, cooked, boiled, drained, with salt",11,2019-04-01
168495,11710,168495,sr_legacy_food,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",11,2019-04-01
168496,11711,168496,sr_legacy_food,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",11,2019-04-01
168497,11712,168497,sr_legacy_food,"Bamboo shoots, cooked, boiled, drained, with salt",11,2019-04-01
168498,11717,168498,sr_legacy_food,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",11,2019-04-01
168499,11718,168499,sr_legacy_food,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",11,2019-04-01
168500,11719,168500,sr_legacy_food,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",11,2019-04-01
168501,11720,168501,sr_legacy_food,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",11,2019-04-01
168502,11726,168502,sr_legacy_food,"Beans, snap, green, canned, no salt added, solids and liquids",11,2019-04-01
168503,11727,168503,sr_legacy_food,"Beans, snap, yellow, canned, regular pack, solids and liquids",11,2019-04-01
168504,11728,168504,sr_legacy_food,"Beans, snap, yellow, canned, no salt added, solids and liquids",11,2019-04-01
168505,11729,168505,sr_legacy_food,"Beans, snap, green, canned, no salt added, drained solids",11,2019-04-01
168506,11734,168506,sr_legacy_food,"Beets, cooked, boiled. drained, with salt",11,2019-04-01
168507,11735,168507,sr_legacy_food,"Beets, canned, no salt added, solids and liquids",11,2019-04-01
168508,11736,168508,sr_legacy_food,"Beet greens, cooked, boiled, drained, with salt",11,2019-04-01
168509,11737,168509,sr_legacy_food,"Borage, cooked, boiled, drained, with salt",11,2019-04-01
168510,11742,168510,sr_legacy_food,"Broccoli, cooked, boiled, drained, with salt",11,2019-04-01
168511,11743,168511,sr_legacy_food,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",11,2019-04-01
168512,11744,168512,sr_legacy_food,"Broccoli, frozen, spears, cooked, boiled, drained, with salt",11,2019-04-01
168513,11745,168513,sr_legacy_food,"Brussels sprouts, cooked, boiled, drained, with salt",11,2019-04-01
168514,11751,168514,sr_legacy_food,"Cabbage, common, cooked, boiled, drained, with salt",11,2019-04-01
168515,11752,168515,sr_legacy_food,"Cabbage, red, cooked, boiled, drained, with salt",11,2019-04-01
168516,11753,168516,sr_legacy_food,"Cabbage, savoy, cooked, boiled, drained, with salt",11,2019-04-01
168517,11754,168517,sr_legacy_food,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",11,2019-04-01
168518,11759,168518,sr_legacy_food,"Carrots, canned, no salt added, drained solids",11,2019-04-01
168519,11760,168519,sr_legacy_food,"Carrots, frozen, cooked, boiled, drained, with salt",11,2019-04-01
168520,11761,168520,sr_legacy_food,"Cauliflower, cooked, boiled, drained, with salt",11,2019-04-01
168521,11762,168521,sr_legacy_food,"Cauliflower, frozen, cooked, boiled, drained, with salt",11,2019-04-01
168522,11767,168522,sr_legacy_food,"Chrysanthemum, garland, cooked, boiled, drained, with salt",11,2019-04-01
168523,11768,168523,sr_legacy_food,"Collards, cooked, boiled, drained, with salt",11,2019-04-01
168524,11769,168524,sr_legacy_food,"Collards, frozen, chopped, cooked, boiled, drained, with salt",11,2019-04-01
168525,11770,168525,sr_legacy_food,"Corn, sweet, yellow, cooked, boiled, drained, with salt",11,2019-04-01
168526,11777,168526,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",11,2019-04-01
168527,11778,168527,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",11,2019-04-01
168528,11779,168528,sr_legacy_food,"Cowpeas, young pods with seeds, cooked, boiled, drained, with salt",11,2019-04-01
168529,11780,168529,sr_legacy_food,"Cowpeas, leafy tips, cooked, boiled, drained, with salt",11,2019-04-01
168530,11785,168530,sr_legacy_food,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",11,2019-04-01
168531,11786,168531,sr_legacy_food,"Drumstick leaves, cooked, boiled, drained, with salt",11,2019-04-01
168532,11787,168532,sr_legacy_food,"Drumstick pods, cooked, boiled, drained, with salt",11,2019-04-01
168533,11788,168533,sr_legacy_food,"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",11,2019-04-01
168534,11794,168534,sr_legacy_food,"Lambsquarters, cooked, boiled, drained, with salt",11,2019-04-01
168535,11795,168535,sr_legacy_food,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",11,2019-04-01
168536,11796,168536,sr_legacy_food,"Lotus root, cooked, boiled, drained, with salt",11,2019-04-01
168537,11797,168537,sr_legacy_food,"Mushrooms, white, cooked, boiled, drained, with salt",11,2019-04-01
168538,11900,168538,sr_legacy_food,"Corn, sweet, white, raw",11,2019-04-01
168539,11901,168539,sr_legacy_food,"Corn, sweet, white, cooked, boiled, drained, without salt",11,2019-04-01
168540,11902,168540,sr_legacy_food,"Corn, sweet, white, cooked, boiled, drained, with salt",11,2019-04-01
168541,11903,168541,sr_legacy_food,"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",11,2019-04-01
168542,11908,168542,sr_legacy_food,"Corn, sweet, white, canned, vacuum pack, regular pack",11,2019-04-01
168543,11909,168543,sr_legacy_food,"Corn, sweet, white, canned, vacuum pack, no salt added",11,2019-04-01
168544,11910,168544,sr_legacy_food,"Corn, sweet, white, frozen, kernels cut off cob, unprepared",11,2019-04-01
168545,11911,168545,sr_legacy_food,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",11,2019-04-01
168546,11916,168546,sr_legacy_food,"Peppers, sweet, red, canned, solids and liquids",11,2019-04-01
168547,11917,168547,sr_legacy_food,"Peppers, sweet, red, frozen, chopped, unprepared",11,2019-04-01
168548,11918,168548,sr_legacy_food,"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",11,2019-04-01
168549,11919,168549,sr_legacy_food,"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",11,2019-04-01
168550,11921,168550,sr_legacy_food,"Peppers, sweet, red, sauteed",11,2019-04-01
168551,11926,168551,sr_legacy_food,"Lentils, sprouted, cooked, stir-fried, with salt",11,2019-04-01
168552,11927,168552,sr_legacy_food,"Mountain yam, hawaii, cooked, steamed, with salt",11,2019-04-01
168553,11928,168553,sr_legacy_food,"Tree fern, cooked, with salt",11,2019-04-01
168554,11929,168554,sr_legacy_food,"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",11,2019-04-01
168555,11934,168555,sr_legacy_food,"Potatoes, mashed, home-prepared, whole milk and butter added",11,2019-04-01
168556,11935,168556,sr_legacy_food,Catsup,11,2019-04-01
168557,11936,168557,sr_legacy_food,"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",11,2019-04-01
168558,11937,168558,sr_legacy_food,"Pickles, cucumber, dill or kosher dill",11,2019-04-01
168559,11943,168559,sr_legacy_food,"Pimento, canned",11,2019-04-01
168560,11944,168560,sr_legacy_food,"Pickle relish, hot dog",11,2019-04-01
168561,11945,168561,sr_legacy_food,"Pickle relish, sweet",11,2019-04-01
168562,11946,168562,sr_legacy_food,"Pickles, cucumber, sour, low sodium",11,2019-04-01
168563,11947,168563,sr_legacy_food,"Pickles, cucumber, dill, reduced sodium",11,2019-04-01
168564,11952,168564,sr_legacy_food,"Radicchio, raw",11,2019-04-01
168565,11953,168565,sr_legacy_food,"Squash, zucchini, baby, raw",11,2019-04-01
168566,11954,168566,sr_legacy_food,"Tomatillos, raw",11,2019-04-01
168567,11955,168567,sr_legacy_food,"Tomatoes, sun-dried",11,2019-04-01
168568,11960,168568,sr_legacy_food,"Carrots, baby, raw",11,2019-04-01
168569,11961,168569,sr_legacy_food,"Hearts of palm, canned",11,2019-04-01
168570,11962,168570,sr_legacy_food,"Peppers, hot chile, sun-dried",11,2019-04-01
168571,11963,168571,sr_legacy_food,"Nopales, raw",11,2019-04-01
168572,11970,168572,sr_legacy_food,"Cabbage, napa, cooked",11,2019-04-01
168573,11972,168573,sr_legacy_food,"Lemon grass (citronella), raw",11,2019-04-01
168574,11973,168574,sr_legacy_food,"Beans, fava, in pod, raw",11,2019-04-01
168575,11974,168575,sr_legacy_food,"Grape leaves, raw",11,2019-04-01
168576,11979,168576,sr_legacy_food,"Peppers, jalapeno, raw",11,2019-04-01
168577,11980,168577,sr_legacy_food,"Peppers, chili, green, canned",11,2019-04-01
168578,11981,168578,sr_legacy_food,"Peppers, hungarian, raw",11,2019-04-01
168579,11982,168579,sr_legacy_food,"Peppers, pasilla, dried",11,2019-04-01
168580,11987,168580,sr_legacy_food,"Mushrooms, oyster, raw",11,2019-04-01
168581,11988,168581,sr_legacy_food,"Fungi, Cloud ears, dried",11,2019-04-01
168582,11989,168582,sr_legacy_food,"Mushrooms, straw, canned, drained solids",11,2019-04-01
168583,11990,168583,sr_legacy_food,"Wasabi, root, raw",11,2019-04-01
168584,11996,168584,sr_legacy_food,"Fiddlehead ferns, frozen, unprepared",11,2019-04-01
168585,12177,168585,sr_legacy_food,"Nuts, coconut meat, dried (desiccated), creamed",12,2019-04-01
168586,12179,168586,sr_legacy_food,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",12,2019-04-01
168587,12193,168587,sr_legacy_food,"Seeds, sisymbrium sp. seeds, whole, dried",12,2019-04-01
168588,12195,168588,sr_legacy_food,"Nuts, almond butter, plain, without salt added",12,2019-04-01
168589,12203,168589,sr_legacy_food,"Nuts, chestnuts, japanese, boiled and steamed",12,2019-04-01
168590,12204,168590,sr_legacy_food,"Nuts, chestnuts, japanese, roasted",12,2019-04-01
168591,12205,168591,sr_legacy_food,"Seeds, lotus seeds, raw",12,2019-04-01
168592,12206,168592,sr_legacy_food,"Nuts, almonds, honey roasted, unblanched",12,2019-04-01
168593,12538,168593,sr_legacy_food,"Seeds, sunflower seed kernels, oil roasted, with salt added",12,2019-04-01
168594,12539,168594,sr_legacy_food,"Seeds, sunflower seed kernels, toasted, with salt added",12,2019-04-01
168595,12540,168595,sr_legacy_food,"Seeds, sunflower seed butter, with salt added (Includes foods for USDA's Food Distribution Program)",12,2019-04-01
168596,12563,168596,sr_legacy_food,"Nuts, almonds, dry roasted, with salt added",12,2019-04-01
168597,12588,168597,sr_legacy_food,"Nuts, cashew butter, plain, with salt added",12,2019-04-01
168598,12632,168598,sr_legacy_food,"Nuts, macadamia nuts, dry roasted, with salt added",12,2019-04-01
168599,12635,168599,sr_legacy_food,"Nuts, mixed nuts, dry roasted, with peanuts, with salt added",12,2019-04-01
168600,12637,168600,sr_legacy_food,"Nuts, mixed nuts, oil roasted, with peanuts, with salt added",12,2019-04-01
168601,12663,168601,sr_legacy_food,"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",12,2019-04-01
168602,12665,168602,sr_legacy_food,"Nuts, almonds, oil roasted, lightly salted",12,2019-04-01
168603,12695,168603,sr_legacy_food,"Nuts, almond butter, plain, with salt added",12,2019-04-01
168604,12698,168604,sr_legacy_food,"Seeds, sesame butter, tahini, type of kernels unspecified",12,2019-04-01
168605,13019,168605,sr_legacy_food,"Beef, retail cuts, separable fat, raw",13,2019-04-01
168606,13020,168606,sr_legacy_food,"Beef, retail cuts, separable fat, cooked",13,2019-04-01
168607,13023,168607,sr_legacy_food,"Beef, brisket, whole, separable lean only, all grades, raw",13,2019-04-01
168608,13047,168608,sr_legacy_food,"Beef, grass-fed, ground, raw",13,2019-04-01
168609,13068,168609,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",13,2019-04-01
168610,13069,168610,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,2019-04-01
168611,13070,168611,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",13,2019-04-01
168612,13095,168612,sr_legacy_food,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",13,2019-04-01
168613,13148,168613,sr_legacy_food,"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",13,2019-04-01
168614,13149,168614,sr_legacy_food,"Beef, rib, shortribs, separable lean only, choice, raw",13,2019-04-01
168615,13150,168615,sr_legacy_food,"Beef, rib, shortribs, separable lean only, choice, cooked, braised",13,2019-04-01
168616,13156,168616,sr_legacy_food,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",13,2019-04-01
168617,13158,168617,sr_legacy_food,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, select, cooked, broiled",13,2019-04-01
168618,13232,168618,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",13,2019-04-01
168619,13235,168619,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, raw",13,2019-04-01
168620,13236,168620,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",13,2019-04-01
168621,13284,168621,sr_legacy_food,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01
168622,13318,168622,sr_legacy_food,"Beef, variety meats and by-products, brain, raw",13,2019-04-01
168623,13319,168623,sr_legacy_food,"Beef, variety meats and by-products, brain, cooked, pan-fried",13,2019-04-01
168624,13320,168624,sr_legacy_food,"Beef, variety meats and by-products, brain, cooked, simmered",13,2019-04-01
168625,13321,168625,sr_legacy_food,"Beef, variety meats and by-products, heart, raw",13,2019-04-01
168626,13326,168626,sr_legacy_food,"Beef, variety meats and by-products, liver, cooked, braised",13,2019-04-01
168627,13327,168627,sr_legacy_food,"Beef, variety meats and by-products, liver, cooked, pan-fried",13,2019-04-01
168628,13328,168628,sr_legacy_food,"Beef, variety meats and by-products, lungs, raw",13,2019-04-01
168629,13329,168629,sr_legacy_food,"Beef, variety meats and by-products, lungs, cooked, braised",13,2019-04-01
168630,13330,168630,sr_legacy_food,"Beef, variety meats and by-products, mechanically separated beef, raw",13,2019-04-01
168631,13447,168631,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",13,2019-04-01
168632,13448,168632,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,2019-04-01
168633,13453,168633,sr_legacy_food,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",13,2019-04-01
168634,13454,168634,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",13,2019-04-01
168635,13455,168635,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",13,2019-04-01
168636,13456,168636,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",13,2019-04-01
168637,13465,168637,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",13,2019-04-01
168638,13466,168638,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",13,2019-04-01
168639,13467,168639,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",13,2019-04-01
168640,13468,168640,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-04-01
168641,13469,168641,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",13,2019-04-01
168642,13478,168642,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01
168643,13479,168643,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",13,2019-04-01
168644,13481,168644,sr_legacy_food,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",13,2019-04-01
168645,13482,168645,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, raw",13,2019-04-01
168646,13487,168646,sr_legacy_food,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw",13,2019-04-01
168647,13488,168647,sr_legacy_food,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw",13,2019-04-01
168648,13490,168648,sr_legacy_food,"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",13,2019-04-01
168649,13491,168649,sr_legacy_food,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,2019-04-01
168650,13496,168650,sr_legacy_food,"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled",13,2019-04-01
168651,13497,168651,sr_legacy_food,"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",13,2019-04-01
168652,13498,168652,sr_legacy_food,"Beef, ground, 70% lean meat / 30% fat, raw",13,2019-04-01
168653,13499,168653,sr_legacy_food,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01
168654,13500,168654,sr_legacy_food,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,2019-04-01
168655,13523,168655,sr_legacy_food,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01
168656,13595,168656,sr_legacy_food,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",13,2019-04-01
168657,13596,168657,sr_legacy_food,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",13,2019-04-01
168658,13597,168658,sr_legacy_food,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",13,2019-04-01
168659,13650,168659,sr_legacy_food,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",13,2019-04-01
168660,13786,168660,sr_legacy_food,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,2019-04-01
168661,13788,168661,sr_legacy_food,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw",13,2019-04-01
168662,13791,168662,sr_legacy_food,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw",13,2019-04-01
168663,13800,168663,sr_legacy_food,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked",13,2019-04-01
168664,13803,168664,sr_legacy_food,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01
168665,13804,168665,sr_legacy_food,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13,2019-04-01
168666,13805,168666,sr_legacy_food,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",13,2019-04-01
168667,13810,168667,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13,2019-04-01
168668,13811,168668,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",13,2019-04-01
168669,13812,168669,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",13,2019-04-01
168670,13813,168670,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",13,2019-04-01
168671,13818,168671,sr_legacy_food,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",13,2019-04-01
168672,13819,168672,sr_legacy_food,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",13,2019-04-01
168673,13820,168673,sr_legacy_food,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",13,2019-04-01
168674,13821,168674,sr_legacy_food,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",13,2019-04-01
168675,13827,168675,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",13,2019-04-01
168676,13828,168676,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",13,2019-04-01
168677,13829,168677,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",13,2019-04-01
168678,13830,168678,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",13,2019-04-01
